file,duration_sec,tempo_est,chosen_dividers,structure_pattern,structure_score,periodicity_score,periodicity_pattern,repetition_score,half_similarity,superimpose_similarity,divider_labels
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop267.wav,1.7298866213151927,135.99917763157896,4,AAAA,0.7969447470307223,0.0,,0.9898292280424517,0.9948122150584287,0.016686595705844617,"unavailable,unavailable,unavailable,unavailable"
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop268.wav,1.7298866213151927,143.5546875,4,AAAA,0.7975872309259412,0.0,,0.9901159549091822,0.9944991634390956,0.019801720065628445,"unavailable,unavailable,unavailable,unavailable"
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop269.wav,1.7182766439909296,143.5546875,4,AAAA,0.7828213092351843,0.0,,0.9761494631610226,0.9777746291784805,0.00666465300128027,"unavailable,unavailable,unavailable,unavailable"
