file,label,duration_sec,tempo_est,rms_mean,rms_std,zcr_mean,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,onset_strength_mean,onset_strength_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,onset_z_ar1,onset_z_ar2,onset_z_ar3,onset_z_ar4,onset_z_ar5,onset_z_ar6,onset_z_ar_resid_var,low_env_ar1,low_env_ar2,low_env_ar3,low_env_ar4,low_env_ar5,low_env_ar6,low_env_ar_resid_var
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop267.wav,1,1.7298866213151927,135.99917763157896,0.1959192007780075,0.027898821979761124,0.08315755208333334,1875.5716989610887,2038.4595062234407,3842.5283203125,0.008839162066578865,1.0131535530090332,0.7178692817687988,-50.845970153808594,17.41689109802246,116.7704849243164,20.496129989624023,-25.217866897583008,12.181756973266602,19.129810333251953,7.734311580657959,-20.076692581176758,6.350306510925293,2.744370698928833,7.758883476257324,-5.408148765563965,9.620080947875977,4.304391860961914,8.083346366882324,-9.752212524414062,5.488100528717041,16.899600982666016,5.2773003578186035,-11.285218238830566,4.597575664520264,-11.983025550842285,4.065181255340576,-11.948515892028809,6.211176872253418,0.3333361558950645,-0.4034236884985998,-0.07753108100072334,-0.22686870690243877,-0.13693711996531474,-0.15322263564025063,0.6670126005104774,1.1839103480669173,-0.3971753430081159,-0.2303196067574366,0.23387210208485942,-0.061620724486109786,0.04348328849159726,0.23946979949799058
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop268.wav,1,1.7298866213151927,143.5546875,0.19660510122776031,0.023277288302779198,0.079921875,1792.298865835833,1995.8113551310466,3681.890625,0.006089223548769951,0.9876669049263,0.5930946469306946,-54.10951232910156,15.823010444641113,120.49454498291016,16.92118263244629,-25.743080139160156,11.06253433227539,16.71369171142578,7.462754249572754,-22.459331512451172,8.561359405517578,5.2047271728515625,6.521074295043945,-1.3535234928131104,6.363502502441406,7.272667407989502,6.43533182144165,-9.817042350769043,5.11445426940918,16.19960594177246,5.247557640075684,-11.623285293579102,5.533265590667725,-11.802842140197754,4.224592685699463,-11.351431846618652,5.619424343109131,0.49762141670631466,-0.32328081261126124,-0.13763172142824193,-0.11352764399050899,-0.04248537279543717,-0.23928857914873694,0.5460462466196903,1.2829059694308464,-0.6084187603400595,-0.1245598127947668,0.20736327749296185,-0.06949395817327325,0.0044284995625816365,0.2477322815220524
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop269.wav,0,1.7182766439909296,143.5546875,0.19555175304412842,0.027821695432066917,0.07382161458333333,1733.0857315040566,1952.0143072125963,3562.8837890625,0.006642580963671207,0.9661496877670288,0.7015312314033508,-64.77704620361328,34.194236755371094,124.2651596069336,23.56706428527832,-25.369356155395508,11.86724853515625,17.832170486450195,10.007309913635254,-20.255390167236328,12.88659954071045,4.6685404777526855,7.9877471923828125,-1.8389174938201904,6.795408725738525,5.868034839630127,7.887897968292236,-9.558629989624023,5.3380937576293945,13.766191482543945,5.862428188323975,-9.98395824432373,5.835041046142578,-9.985477447509766,5.820063591003418,-8.88162899017334,5.788016319274902,0.7256784542776477,-0.3869796826820088,-0.11061794775318268,-0.16643208983121477,-0.06517590826420754,-0.19102173913315915,0.6586199186011851,1.1483422412349615,-0.44603638196739953,-0.14687299492493358,0.12876214155928858,-0.008892770959173082,-0.01860516384869053,0.3120554281860056
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop562.wav,3,3.4249433106575964,143.5546875,0.19590505957603455,0.03367730975151062,0.08140110325168919,1826.3051048169475,2000.4157067943825,3742.77624181799,0.007703276816755533,1.1003271341323853,0.7615174055099487,-56.12421417236328,24.554000854492188,118.85195922851562,21.525386810302734,-25.944883346557617,11.797410011291504,21.362756729125977,9.68171215057373,-18.450782775878906,9.30919361114502,1.3720592260360718,7.0041422843933105,-8.916170120239258,9.742279052734375,1.7329072952270508,8.170620918273926,-10.435379981994629,5.9486799240112305,14.890846252441406,7.406793117523193,-13.117034912109375,5.874483585357666,-9.619026184082031,6.0959320068359375,-11.178752899169922,6.101442337036133,0.6033723760280124,-0.4781539065007681,0.0906765844828335,-0.20427910427161744,0.043778621208870466,-0.1066372050334479,0.6374984329674872,1.2063968877962903,-0.5495400297925508,0.15778612728794283,-0.17921759029189985,0.12792211759231875,-0.022334049748349523,0.23464979053835128
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\01 Nã\01 Nã_loop563.wav,3,3.4133333333333336,143.5546875,0.1967039406299591,0.026447288691997528,0.07860668285472973,1787.4888417046018,1976.856932735617,3657.370902396537,0.0071550230495631695,1.0533493757247925,0.7769895195960999,-57.72100830078125,28.541208267211914,121.16619873046875,22.724458694458008,-26.07362937927246,11.723970413208008,21.443992614746094,10.421074867248535,-18.71933364868164,10.561328887939453,1.3965017795562744,7.6860270500183105,-8.491806983947754,9.610950469970703,1.4320820569992065,8.343249320983887,-11.121358871459961,5.962314605712891,14.885242462158203,6.521167755126953,-12.457016944885254,6.455367088317871,-9.503824234008789,6.078906536102295,-11.394476890563965,6.106597900390625,0.5808442112140842,-0.45027313306972094,-0.005007450549925449,-0.17183231145165262,0.019169322332875632,-0.12179730017023649,0.6857797850033278,1.1600514500373447,-0.42030038717804535,-0.0756420152941032,0.06459380250695734,0.003690869208063309,0.046146358953972524,0.2864298977320297
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\02 Plaxe Voador\02 Plaxe Voador_loop126.wav,2,1.9620861678004535,143.5546875,0.1950843632221222,0.034124553203582764,0.07787798713235294,1720.873597486889,2080.200993766129,3622.6447610294117,0.0026287648361176252,1.1486968994140625,0.7126411199569702,-96.10669708251953,18.049955368041992,113.386474609375,15.912741661071777,-8.646468162536621,13.421693801879883,17.397336959838867,6.73858118057251,-13.471827507019043,12.283975601196289,12.209470748901367,7.495861053466797,-0.35215577483177185,6.336390018463135,10.636641502380371,7.98149299621582,-20.789514541625977,8.775568008422852,10.71324348449707,8.951028823852539,-14.225296020507812,6.968771457672119,-4.248538970947266,6.377364635467529,3.160771369934082,5.094827175140381,0.800803397852166,-0.5207391335014577,0.2941355645263692,-0.1413107434033478,-0.025841849767656244,0.09895706643889177,0.3234279611137133,1.0818726597206307,-0.8383387984201862,0.5773416668831046,-0.26505658829528156,0.2679594583052791,-0.023231605956650858,0.37985865108207706
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\02 Plaxe Voador\02 Plaxe Voador_loop127.wav,1,1.9620861678004535,123.046875,0.19757427275180817,0.016467828303575516,0.07477022058823529,1668.7260122551713,2054.6976175766235,3528.6586626838234,0.001843949663452804,0.9780418872833252,0.5726049542427063,-101.37472534179688,14.547943115234375,113.41014099121094,11.8456392288208,-7.2545576095581055,9.768418312072754,16.781078338623047,4.88429594039917,-18.49278450012207,7.691631317138672,15.253767013549805,6.001977443695068,1.8762342929840088,6.728464126586914,11.541339874267578,7.411886692047119,-25.03714942932129,5.972068786621094,6.757319927215576,9.150076866149902,-15.143986701965332,5.504263401031494,-4.0404181480407715,5.765750885009766,4.243142127990723,4.89027214050293,0.7566129643716755,-0.5055877164165261,0.12168779763744894,-0.0608834877694836,-0.07660269511579043,-0.012687141713790262,0.45866342078775135,1.2554744251103247,-1.0182539501619932,0.6853779465265311,-0.2503670400000171,0.09697106624014035,0.04425532738500132,0.20899751104042266
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\02 Plaxe Voador\02 Plaxe Voador_loop128.wav,3,1.9736961451247166,123.046875,0.19684536755084991,0.018388092517852783,0.07787518168604651,1675.4223303177862,2026.0928546220446,3503.652457303779,0.0021011466160416603,0.9480618238449097,0.5414865016937256,-96.30021667480469,14.774174690246582,114.56138610839844,11.785377502441406,-9.245075225830078,10.503339767456055,16.12318229675293,4.970171928405762,-18.954076766967773,7.227820873260498,15.110677719116211,6.0979132652282715,4.515397071838379,6.045538902282715,9.947267532348633,6.54161262512207,-25.177776336669922,6.615476608276367,5.880465507507324,9.21219539642334,-12.43771743774414,5.485379219055176,-2.7760696411132812,5.520286560058594,5.345401287078857,4.891445159912109,0.6709069938261466,-0.4213595601978284,0.04874849277918631,-0.01585628181465122,-0.1509384165293659,0.011634480229610417,0.5940739407653459,1.1449610182229577,-0.8218402763760537,0.6024057964289669,-0.26302969233146106,0.13096376089015815,-0.04893484591272804,0.3722589678523126
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\02 Plaxe Voador\02 Plaxe Voador_loop129.wav,1,1.9620861678004535,123.046875,0.19717858731746674,0.015941115096211433,0.07911879595588235,1640.8953662874837,1966.398949337098,3364.4996553308824,0.001901708310469985,0.9027091264724731,0.4752921164035797,-93.2560806274414,11.346892356872559,119.00891876220703,8.320441246032715,-11.216410636901855,9.307774543762207,15.841723442077637,4.818761348724365,-19.92650604248047,7.1021809577941895,13.63290023803711,7.870622158050537,6.340626239776611,5.198997497558594,9.201103210449219,5.649997234344482,-27.19146728515625,6.689041614532471,4.872309684753418,7.728172302246094,-9.230388641357422,4.482138156890869,-1.0376375913619995,6.307969570159912,5.42691707611084,4.285698413848877,0.47961753891691883,-0.32022758841276044,-0.05535316187758815,-0.0337515189503409,-0.08167411187951146,-0.0646904747602334,0.6788717855586268,1.273753106972448,-1.0343991588570995,0.7363479723017319,-0.42437573619685653,0.23433052474523255,-0.096017682756384,0.372301915448525
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\02 Plaxe Voador\02 Plaxe Voador_loop65.wav,1,1.8808163265306121,123.046875,0.1964886635541916,0.02205166034400463,0.08631264291158537,1995.1072733826827,2246.1371798321843,4161.29150390625,0.0041801817715168,0.9627323746681213,0.6256402134895325,-78.41299438476562,23.541471481323242,92.28091430664062,8.796547889709473,-10.85174560546875,7.148488521575928,26.414676666259766,5.245668888092041,-7.440286636352539,5.766966342926025,12.68200397491455,5.680544853210449,-4.64858865737915,7.8483147621154785,5.967994689941406,7.307687282562256,-17.7354736328125,8.249785423278809,13.565689086914062,6.825687408447266,-12.709610939025879,4.459219932556152,-3.9647789001464844,5.468879699707031,0.3847470283508301,5.492306709289551,0.6434881372167529,-0.20818056092618736,-0.20689482062341233,0.2610959014558438,-0.1433800496047155,-0.13355304038605736,0.59926544455569,1.0197902034298303,-0.642118511881434,0.5346420152417637,-0.25702715437232826,0.07389227758436717,-0.009683247235971276,0.42253811706246197
"c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\03 Yes, I Do\03 Yes, I Do_loop134.wav",2,2.10140589569161,117.45383522727273,0.19014094769954681,0.054728858172893524,0.07102614182692307,1652.303085835421,1959.376055049276,3397.868464543269,0.007527458947151899,1.3873534202575684,1.1409547328948975,-82.68948364257812,33.3624382019043,124.85472106933594,24.970075607299805,-15.146032333374023,16.65150260925293,37.62461471557617,10.273736953735352,9.97308349609375,9.53293228149414,2.529233932495117,6.682308673858643,-6.274939060211182,7.064323425292969,2.236847400665283,6.977817535400391,-8.989439964294434,8.923334121704102,10.539693832397461,6.8522796630859375,0.9433789849281311,6.188024044036865,4.430816173553467,5.364494800567627,4.018664360046387,5.9955878257751465,0.31473069607832654,-0.3372940974579659,-0.01698513261084751,-0.12095751529271406,0.17148206152549858,0.19745128338706935,0.6455935814407214,1.2835623945847265,-1.1105927300945326,0.756296707389136,-0.438918129430228,0.28576935291590877,-0.11132368112022555,0.35252454304087133
"c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\03 Yes, I Do\03 Yes, I Do_loop135.wav",3,2.1130158730158732,151.99908088235293,0.19247962534427643,0.04660992696881294,0.06723951256793478,1599.146442877688,1948.9115123953534,3401.5439240828805,0.004891139455139637,1.3941179513931274,1.1762360334396362,-82.89619445800781,33.79388427734375,128.64817810058594,23.647796630859375,-12.699511528015137,21.00957679748535,35.14226150512695,11.654457092285156,5.57060432434082,8.959213256835938,1.313266634941101,5.941563606262207,-5.5536298751831055,6.762041091918945,1.6311323642730713,5.7534403800964355,-10.580578804016113,6.637235641479492,10.214203834533691,6.053345203399658,0.7497798204421997,6.477144241333008,5.566623210906982,5.52060604095459,4.254792213439941,6.182971477508545,0.5257171970458016,-0.39413515452092557,-0.03511156269067087,-0.05547447371137726,0.11080229566809754,-0.0035366943599890177,0.6721055202316898,1.285465442491938,-1.0626645913730948,0.6707364050920043,-0.4295232899060891,0.2825865299135882,-0.1576980898107881,0.33795724121418425
"c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\03 Yes, I Do\03 Yes, I Do_loop141.wav",0,2.147845804988662,112.34714673913044,0.19191764295101166,0.050431910902261734,0.06662151377688172,1747.0841016359095,2112.912024990015,3711.930601058468,0.005995234940201044,1.2314938306808472,1.2456721067428589,-76.67665100097656,37.2355842590332,119.59793853759766,20.035114288330078,-10.598199844360352,17.563472747802734,28.9009952545166,10.4129056930542,3.6324570178985596,6.7059645652771,-3.247152328491211,7.635934352874756,-6.293904781341553,5.414308071136475,0.9971073269844055,6.449746608734131,-12.872540473937988,6.426663875579834,10.740228652954102,7.753731727600098,-2.4552810192108154,5.370330333709717,8.546623229980469,7.956815242767334,1.7961461544036865,5.519644260406494,0.6533379759131146,-0.4588591013445608,0.12237236278112018,-0.24474689381145542,0.11746081938731898,-0.15902909473824212,0.6357841420349348,1.2063016519431502,-0.7230354636165096,0.14325016562661638,0.09299762695848046,0.08586288417694714,-0.05913633709392571,0.3088434467596451
"c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\03 Yes, I Do\03 Yes, I Do_loop93.wav",2,2.089795918367347,117.45383522727273,0.19449682533740997,0.035719458013772964,0.059124957074175824,1764.1022260735303,2410.6766331444587,3857.0462740384614,0.006438079290091991,1.1789801120758057,1.0272102355957031,-72.1189956665039,30.218782424926758,116.0594711303711,13.614410400390625,13.791912078857422,14.809186935424805,18.787717819213867,16.09844207763672,9.646872520446777,14.340804100036621,-3.3834309577941895,7.3641767501831055,0.2889222502708435,7.667984485626221,7.133829116821289,4.82481575012207,-11.893553733825684,8.19567584991455,9.023825645446777,6.866694927215576,-4.458322525024414,6.709352493286133,-1.3510562181472778,7.962180137634277,-6.105148792266846,6.049682140350342,0.5523155245368399,-0.3557831630971714,0.08031350275891169,-0.14992277892818112,0.12032327993809468,-0.11902433351875635,0.7297635574057589,1.1312689004806507,-0.7764052232549937,0.40722399709028506,-0.16983834833595135,0.017247825846580998,-0.05761959511403457,0.4056742818777858
"c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\03 Yes, I Do\03 Yes, I Do_loop95.wav",1,2.1130158730158732,112.34714673913044,0.19558489322662354,0.02739190123975277,0.06840183423913043,1794.389994374342,2431.1123694094326,3906.6379712975545,0.005848738830536604,1.0684832334518433,0.8546908497810364,-69.61442565917969,24.03676986694336,116.33908081054688,10.324824333190918,12.856908798217773,14.201360702514648,7.5113725662231445,7.445509910583496,1.6097580194473267,13.765868186950684,-3.1666860580444336,6.888744354248047,2.8951172828674316,7.569360733032227,8.196625709533691,5.71854305267334,-11.920512199401855,7.888152599334717,11.344223976135254,7.06605339050293,-1.2856709957122803,6.9952497482299805,1.3777743577957153,9.188456535339355,-2.444974899291992,7.637583255767822,0.547214917608559,-0.47875701803803555,0.08948645221754137,-0.1523807174332731,0.013058328412466597,-0.14218907285527083,0.6442646570371313,1.0955438870237666,-0.7906207366595268,0.35797717814329494,-0.22202948591486862,0.0698046373789277,-0.16434116952268646,0.37135425776364406
c:\Users\dunnm\dj-loop-pipeline\data\exported_loops\04 Longe Sem Direção\04 Longe Sem Direção_loop278.wav,1,1.1145578231292517,129.19921875,0.1938125193119049,0.03402327373623848,0.07221580038265306,1801.0102133665546,2114.0456208284213,3664.599609375,0.007838101126253605,1.1046212911605835,0.8985596895217896,-61.508792877197266,27.2054386138916,117.25859832763672,16.981273651123047,-9.451061248779297,11.540844917297363,15.696773529052734,6.302639484405518,-17.133359909057617,8.306514739990234,-0.3753471374511719,4.618234634399414,-1.271567702293396,5.858691215515137,-3.5034446716308594,4.226709842681885,-19.021242141723633,3.9977316856384277,12.40747356414795,7.489128589630127,1.02292799949646,5.632315635681152,-1.8295756578445435,5.042696952819824,-5.1132330894470215,4.437315940856934,0.7129134762504925,-0.506662026903689,0.1982639498526901,-0.0793413920151491,0.03757831034961073,-0.12871698116426483,0.6061294705983857,1.0744093687084966,-0.5478492929221674,0.057420138561945,0.2110341553501516,-0.24426453089959896,0.09273473235356479,0.40168408347757295
