,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-01 - 001 - 120 bpm - rock-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-02 - 002 - 121 bpm - crash-y tom-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-03 - 003 - 101 bpm - slow spacey.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-04 - 004 - 93 bpm - rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-05 - 005 - 124 bpm - funk groove.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-06 - 006 - 99 bpm - hard rock punk.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-07 - 007 - 120 bpm - rock funk groove.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-08 - 008 - 135 bpm - steady marching.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-09 - 009 - 102 bpm - funk-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-10 - 010 - 141 bpm - breakbeat.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-11 - 011 - 109 bpm - tom-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-12 - 012 - 129 bpm - funk-y break-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-13 - 013 - 120 bpm - funk disco.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-14 - 014 - 141 bpm - groove-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-15 - 015 - 170 bpm - rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-16 - 016 - 150 bpm - breaks.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-17 - 017 - 114 bpm - steady groove-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-18 - 018 - 145 bpm - rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-19 - 019 - 120 bpm - groovey.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-20 - 020 - 87 bpm - crashy slow groove.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-21 - 021 - 160 bpm - hard rock breaks.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-22 - 022 - 170 bpm - breaks dnb.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-23 - 023 - 85 bpm - slow rock-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-24 - 024 - 180 bpm - metal punk rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-25 - 025 - 120 bpm - slow rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-26 - 026 - 85 bpm - rock breaks.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-27 - 027 - 90 bpm - breaky.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-28 - 028 - 118 bpm - groove-y funky.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-29 - 029 - 170 bpm - metal punk.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-30 - 030 - 110 bpm - rock hard-disco.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-31 - 031 - 71 bpm - break-y funk-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-01 - 032 - 135 bpm - metal blast.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-02 - 033 - 85 bpm - marching steady.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-03 - 034 - 111 bpm - chilled.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-04 - 035 - 105 bpm - funk-ish groove-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-05 - 036 - 89 bpm - rolling.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-06 - 037 - 111 bpm - driving rock-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-07 - 038 - 121 bpm - rock metal punk.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-08 - 039 - 160 bpm - funk-y break-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-09 - 040 - 131 bpm - funk-y.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-10 - 041 - 166 bpm - metal hard rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-11 - 042 - 119 bpm - rock.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-12 - 043 - 132 bpm - funk-y rock-ish.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-13 - 044 - 120 bpm - metal.wav,C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-02-14 - 045 - 116 bpm - jazz-y fill-y.wav
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-01 - 001 - 120 bpm - rock-ish.wav,1.0,0.9333333333333333,0.6833333333333333,0.7357142857142858,0.8642857142857143,0.8047619047619048,0.6857142857142857,0.8642857142857143,0.6619047619047619,0.7857142857142857,0.580952380952381,0.8238095238095238,0.680952380952381,0.8285714285714286,0.7380952380952381,0.6880952380952381,0.9833333333333333,0.7642857142857142,0.6952380952380952,0.9452380952380952,0.7071428571428572,0.7380952380952381,0.8952380952380953,0.6738095238095239,0.8738095238095238,0.7047619047619048,0.6309523809523809,0.6357142857142857,0.6785714285714286,0.8452380952380952,0.9785714285714285,0.4880952380952381,0.8428571428571429,0.969047619047619,0.9547619047619048,0.7309523809523809,0.7285714285714285,0.5214285714285715,0.6666666666666666,0.7428571428571429,0.7214285714285714,0.85,0.7666666666666667,0.5880952380952381,0.6595238095238095
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-02 - 002 - 121 bpm - crash-y tom-y.wav,1.0714285714285714,1.0,0.6976190476190476,0.6333333333333333,0.6285714285714286,0.7738095238095238,0.580952380952381,0.6285714285714286,0.5952380952380952,0.5833333333333334,0.6928571428571428,0.6928571428571428,0.5452380952380952,0.6333333333333333,0.5523809523809524,0.7857142857142857,0.8071428571428572,0.7119047619047619,0.6309523809523809,0.9166666666666666,0.5619047619047619,0.8095238095238095,0.7142857142857143,0.4976190476190476,0.7833333333333333,0.6619047619047619,0.6714285714285714,0.530952380952381,0.5238095238095238,0.6904761904761905,0.7571428571428571,0.4738095238095238,0.819047619047619,0.7880952380952381,0.7452380952380953,0.5333333333333333,0.5666666666666667,0.4880952380952381,0.5261904761904762,0.638095238095238,0.5595238095238095,0.6285714285714286,0.6666666666666666,0.5238095238095238,0.530952380952381
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-03 - 003 - 101 bpm - slow spacey.wav,1.4634146341463414,1.4334470989761092,1.0,0.5547619047619048,0.7142857142857143,0.7119047619047619,0.55,0.7023809523809523,0.6309523809523809,0.6261904761904762,0.7619047619047619,0.7904761904761904,0.6047619047619047,0.6714285714285714,0.44761904761904764,0.6404761904761904,0.6309523809523809,0.6857142857142857,0.5333333333333333,0.6428571428571429,0.5452380952380952,0.7,0.8428571428571429,0.4595238095238095,0.8380952380952381,0.6333333333333333,0.6333333333333333,0.6047619047619047,0.5261904761904762,0.7047619047619048,0.6309523809523809,0.5047619047619047,0.7,0.7928571428571428,0.6261904761904762,0.6547619047619048,0.6404761904761904,0.49523809523809526,0.5380952380952381,0.638095238095238,0.5190476190476191,0.6261904761904762,0.6357142857142857,0.4380952380952381,0.7238095238095238
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-04 - 004 - 93 bpm - rock.wav,1.3592233009708736,1.5789473684210527,1.8025751072961373,1.0,0.919047619047619,0.9380952380952381,0.7690476190476191,0.8666666666666667,0.6476190476190476,0.8404761904761905,0.7976190476190477,0.8904761904761904,0.7309523809523809,0.9142857142857143,0.819047619047619,0.8547619047619047,0.9785714285714285,0.969047619047619,0.7761904761904762,0.930952380952381,0.8,0.969047619047619,0.9833333333333333,0.7071428571428572,0.9428571428571428,0.819047619047619,0.8404761904761905,0.7666666666666667,0.7666666666666667,0.930952380952381,0.9976190476190476,0.5738095238095238,0.9333333333333333,0.9119047619047619,0.9785714285714285,0.8023809523809524,0.7357142857142858,0.5261904761904762,0.7666666666666667,0.6833333333333333,0.7071428571428572,0.8380952380952381,0.8571428571428571,0.6928571428571428,0.780952380952381
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-05 - 005 - 124 bpm - funk groove.wav,1.1570247933884297,1.590909090909091,1.4,1.0880829015544042,1.0,0.9238095238095239,0.7,0.8857142857142857,0.669047619047619,0.7571428571428571,0.6261904761904762,0.8666666666666667,0.6452380952380953,0.7833333333333333,0.8023809523809524,0.8642857142857143,0.9833333333333333,0.9404761904761905,0.7523809523809524,0.9357142857142857,0.6928571428571428,0.8380952380952381,0.8952380952380953,0.6904761904761905,0.819047619047619,0.6833333333333333,0.7642857142857142,0.6785714285714286,0.7309523809523809,0.830952380952381,0.9976190476190476,0.5952380952380952,0.9761904761904762,0.8595238095238096,0.9071428571428571,0.7880952380952381,0.7095238095238096,0.569047619047619,0.6738095238095239,0.7214285714285714,0.7476190476190476,0.8404761904761905,0.6642857142857143,0.580952380952381,0.6071428571428571
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-06 - 006 - 99 bpm - hard rock punk.wav,1.242603550295858,1.2923076923076922,1.4046822742474916,1.0659898477157361,1.0824742268041236,1.0,0.6333333333333333,0.7833333333333333,0.6547619047619048,0.8357142857142857,0.7476190476190476,0.7642857142857142,0.75,0.7976190476190477,0.7452380952380953,0.8476190476190476,0.9119047619047619,0.7833333333333333,0.8380952380952381,0.930952380952381,0.6619047619047619,0.919047619047619,0.8261904761904761,0.7119047619047619,0.8571428571428571,0.75,0.7380952380952381,0.8023809523809524,0.6952380952380952,0.7380952380952381,0.8785714285714286,0.5452380952380952,0.95,0.8571428571428571,0.8071428571428572,0.7619047619047619,0.6428571428571429,0.6261904761904762,0.6428571428571429,0.7,0.6928571428571428,0.8047619047619048,0.7238095238095238,0.580952380952381,0.6357142857142857
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-07 - 007 - 120 bpm - rock funk groove.wav,1.4583333333333333,1.721311475409836,1.8181818181818181,1.3003095975232197,1.4285714285714286,1.5789473684210527,1.0,0.9071428571428571,0.8142857142857143,0.9404761904761905,0.7428571428571429,0.9476190476190476,0.930952380952381,0.861904761904762,0.819047619047619,0.9476190476190476,0.9952380952380953,0.9952380952380953,0.780952380952381,0.9238095238095239,0.8571428571428571,0.830952380952381,0.8976190476190476,0.7476190476190476,0.9071428571428571,0.8904761904761904,0.830952380952381,0.8214285714285714,0.8,0.9428571428571428,0.888095238095238,0.6976190476190476,0.8738095238095238,0.9809523809523809,0.9952380952380953,0.8595238095238096,0.7238095238095238,0.7285714285714285,0.861904761904762,0.8833333333333333,0.7976190476190477,0.9142857142857143,0.8285714285714286,0.7142857142857143,0.8523809523809524
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-08 - 008 - 135 bpm - steady marching.wav,1.1570247933884297,1.590909090909091,1.4237288135593222,1.1538461538461537,1.1290322580645162,1.2765957446808511,1.1023622047244095,1.0,0.580952380952381,0.6976190476190476,0.6738095238095239,0.7309523809523809,0.6952380952380952,0.8380952380952381,0.7785714285714286,0.8,0.9404761904761905,0.7690476190476191,0.6761904761904762,0.9238095238095239,0.8238095238095238,0.8023809523809524,0.8642857142857143,0.5833333333333334,0.7666666666666667,0.7214285714285714,0.6619047619047619,0.6357142857142857,0.6880952380952381,0.7785714285714286,0.8952380952380953,0.4738095238095238,0.9595238095238096,0.9547619047619048,0.9428571428571428,0.75,0.7095238095238096,0.5523809523809524,0.7166666666666667,0.6404761904761904,0.7023809523809523,0.830952380952381,0.7738095238095238,0.5928571428571429,0.580952380952381
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-09 - 009 - 102 bpm - funk-ish.wav,1.510791366906475,1.68,1.5849056603773586,1.5441176470588234,1.4946619217081851,1.5272727272727273,1.2280701754385965,1.721311475409836,1.0,0.8214285714285714,0.7428571428571429,0.9928571428571429,0.75,0.8166666666666667,0.7666666666666667,0.9166666666666666,0.9785714285714285,0.9071428571428571,0.7761904761904762,0.930952380952381,0.7285714285714285,0.819047619047619,0.8976190476190476,0.7309523809523809,0.9928571428571429,0.9071428571428571,0.8142857142857143,0.9071428571428571,0.7309523809523809,0.9857142857142858,0.9976190476190476,0.6547619047619048,0.8976190476190476,0.9119047619047619,0.9785714285714285,0.8785714285714286,0.7761904761904762,0.7928571428571428,0.7642857142857142,0.7738095238095238,0.8095238095238095,0.9952380952380953,0.7880952380952381,0.6476190476190476,0.8333333333333334
C:\Users\dunnm\Downloads\Drum Breaks\377DrumLoopsSamplePack\2023-01-10 - 010 - 141 bpm - breakbeat.wav,1.2727272727272727,1.7142857142857142,1.596958174904943,1.1898016997167138,1.3207547169811322,1.1965811965811965,1.0632911392405064,1.4334470989761092,1.2173913043478262,1.0,0.8571428571428571,0.8523809523809524,0.6976190476190476,0.8738095238095238,0.7738095238095238,0.8857142857142857,0.9285714285714286,0.9357142857142857,0.7571428571428571,0.9452380952380952,0.8285714285714286,0.8642857142857143,0.9952380952380953,0.680952380952381,0.8714285714285714,0.7214285714285714,0.7738095238095238,0.7,0.7642857142857142,0.8476190476190476,0.9785714285714285,0.5119047619047619,0.969047619047619,0.9928571428571429,0.8904761904761904,0.7714285714285715,0.888095238095238,0.5738095238095238,0.7119047619047619,0.6666666666666666,0.6880952380952381,0.8523809523809524,0.7571428571428571,0.6190476190476191,0.6714285714285714
